search_term,id,title,downloaded_file
safety,surepopandthesaf29260gut,"Sure Pop and the Safety Scouts",DownloadedFiles/surepopandthesaf29260gut/29260.txt
before,thesafetycurtain16651gut,"The Safety Curtain, and Other Stories",DownloadedFiles/thesafetycurtain16651gut/16651-8.txt
talbott,beforeegypt30932gut,"Before Egypt",DownloadedFiles/beforeegypt30932gut/30932.txt
