search_term,id,title,downloaded_file
captain,adriftonthepacif29667gut,"Adrift on the Pacific A Boys [sic] Story of the Sea and its Perils",DownloadedFiles/adriftonthepacif29667gut/29667-8.txt
laguerre,captainmacklin06015gut,"Captain Macklin",DownloadedFiles/captainmacklin06015gut/cptnm10.txt
