search_term,id,title,downloaded_file
harrison,thesword32697gut,"The Sword",DownloadedFiles/thesword32697gut/32697.txt
jamais,jimharrisonboxeu13734gut,"Jim Harrison, boxeur",DownloadedFiles/jimharrisonboxeu13734gut/13734-8.txt
francia,franciaunbienfai15397gut,"Francia; Un bienfait n'est jamais perdu",DownloadedFiles/franciaunbienfai15397gut/15397-8.txt
mourzakine,franciaunbienfai15397gut,"Francia; Un bienfait n'est jamais perdu",DownloadedFiles/franciaunbienfai15397gut/15397-8.txt
