search_term,id,title,downloaded_file
herman,freudianslip32126gut,"Freudian Slip",DownloadedFiles/freudianslip32126gut/32126-8.txt
hermann,hermananovel35142gut,"Herman A Novel",DownloadedFiles/hermananovel35142gut/35142-8.txt
maedchen,hermannunddoroth02312gut,"Hermann und Dorothea",DownloadedFiles/hermannunddoroth02312gut/7herm10.txt
