search_term,id,title,downloaded_file
monarch,therealthing02715gut,"The Real Thing",DownloadedFiles/therealthing02715gut/rlthg10.txt
grizzly,monarchthebigbea11135gut,"Monarch, the Big Bear of Tallac",DownloadedFiles/monarchthebigbea11135gut/11135.txt
muskwa,thegrizzlyking10977gut,"The Grizzly King",DownloadedFiles/thegrizzlyking10977gut/10977-8.txt
