search_term,id,title,downloaded_file
majesty,twoyearsinthefor00889gut,"Two Years in the Forbidden City",DownloadedFiles/twoyearsinthefor00889gut/tyifc10.txt
othomar,majestyanovel33779gut,"Majesty A Novel",DownloadedFiles/majestyanovel33779gut/33779-8.txt
