search_term,id,title,downloaded_file
harley,batwing06382gut,"Bat Wing",DownloadedFiles/batwing06382gut/7wing10.txt
greenoak,harleygreenoaksc32931gut,"Harley Greenoak's Charge",DownloadedFiles/harleygreenoaksc32931gut/32931.txt
selmes,harleygreenoaksc32931gut,"Harley Greenoak's Charge",DownloadedFiles/harleygreenoaksc32931gut/32931.txt
