search_term,id,title,downloaded_file
captain,historyoftheexpe16565gut,"History of the Expedition under the Command of Captains Lewis and Clark, Vol. I.: To the Sources of the Missouri, Thence Across the Rocky Mountains and Down the River Columbia to the Pacific Ocean. Performed During the Years 1804-5-6.",DownloadedFiles/historyoftheexpe16565gut/16565-8.txt
laguerre,captainmacklin06015gut,"Captain Macklin",DownloadedFiles/captainmacklin06015gut/cptnm10.txt
