search_term,id,title,downloaded_file
christe,atreatiseoftheco22151gut,"A Treatise of the Cohabitation Of the Faithful with the Unfaithful A Treatise of the Cohabitation Of the Faithful with the Unfaithful by Peter Martyr; Wherunto is Added A Sermon made of the Confessing of Christ and His Gospel and of the Denying of the same, by Henry Bullinger",DownloadedFiles/atreatiseoftheco22151gut/22151-0.txt
