search_term,id,title,downloaded_file
position,vermontriflemeni35088gut,"Vermont riflemen in the war for the union, 1861 to 1865 A history of Company F, First United States sharp shooters",DownloadedFiles/vermontriflemeni35088gut/35088.txt
lalage,peopleofposition29274gut,"People of Position",DownloadedFiles/peopleofposition29274gut/29274-8.txt
archdeacon,lalageslovers23946gut,"Lalage's Lovers",DownloadedFiles/lalageslovers23946gut/23946-8.txt
