search_term,id,title,downloaded_file
captain,thestoryofnelson23504gut,"The Story of Nelson also "The Grateful Indian", "The Boatswain's Son"",DownloadedFiles/thestoryofnelson23504gut/23504.txt
laguerre,captainmacklin06015gut,"Captain Macklin",DownloadedFiles/captainmacklin06015gut/cptnm10.txt
