search_term,id,title,downloaded_file
philip,speedtheplough19407gut,"Speed the Plough: A Comedy, In Five Acts; As Performed At The Theatre Royal, Covent Garden",DownloadedFiles/speedtheplough19407gut/19407-0.txt
hexton,sonphilip21382gut,"Son Philip",DownloadedFiles/sonphilip21382gut/21382.txt
