search_term,id,title,downloaded_file
gabrielle,nosurrender35096gut,"No Surrender",DownloadedFiles/nosurrender35096gut/35096-8.txt
crillon,labellegabrielle11300gut,"La belle Gabrielle - Tome 1",DownloadedFiles/labellegabrielle11300gut/11300-8.txt
