search_term,id,title,downloaded_file
before,howtosucceedorst20513gut,"How to Succeed or, Stepping-Stones to Fame and Fortune",DownloadedFiles/howtosucceedorst20513gut/20513-8.txt
talbott,beforeegypt30932gut,"Before Egypt",DownloadedFiles/beforeegypt30932gut/30932.txt
