search_term,id,title,downloaded_file
doctor,bedsidemanner32864gut,"Bedside Manner",DownloadedFiles/bedsidemanner32864gut/32864.txt
clotilde,doctorpascal10720gut,"Doctor Pascal",DownloadedFiles/doctorpascal10720gut/10720.txt
sommery,clotilde35718gut,"Clotilde",DownloadedFiles/clotilde35718gut/35718-8.txt
